,sex,height,age
1354,female,1.53,64
1355,female,1.61,64
1356,female,1.6,66
1357,male,1.73,66
1358,male,1.72,78
1359,female,1.54,62
1360,female,1.67,60
1361,female,1.52,64
1362,female,1.54,62
1363,female,1.72,40
1364,female,1.64,82
1365,male,1.76,54
1366,female,1.72,67
1367,female,1.65,70
1368,male,1.74,63
1369,female,1.58,45
1370,female,1.65,72
1371,male,1.76,52
1372,male,1.6,79
1373,female,1.52,57
1374,female,1.73,75
1375,female,1.64,69
1376,female,1.65,60
1377,male,1.88,59
1378,male,1.76,70
1379,male,1.6,75
1380,female,1.5,58
1381,male,1.8,61
1382,male,1.65,70
1383,male,1.72,70
1384,male,1.82,77
1385,female,1.68,47
1386,male,1.74,49
1387,female,1.64,45
1388,female,1.64,68
1389,female,1.6,71
1390,female,1.65,55
1391,male,1.78,50
1392,male,1.63,74
1393,female,1.68,62
1394,female,1.56,60
1395,male,1.66,70
1396,male,1.8,58
1397,male,1.84,67
1398,female,1.65,53
1399,female,1.65,63
1400,female,1.63,83
1401,male,1.83,65
1402,male,1.78,61
1403,female,1.67,56
1404,female,1.64,61
1405,female,1.55,66
1406,male,1.72,82
1407,female,1.6,67
1408,female,1.64,57
1409,male,1.65,49
1410,female,1.61,62
1411,female,1.55,85
1412,female,1.6,70
1413,male,1.58,60
1414,female,1.54,64
1415,male,1.68,72
1416,male,1.74,66
1417,female,1.53,74
1418,male,1.75,37
1419,female,1.6,53
1420,male,1.81,50
1421,male,1.7,68
1422,male,1.73,80
1423,female,1.6,56
1424,female,1.65,71
1425,male,1.64,79
1426,female,1.61,46
1427,male,1.82,48
1428,male,1.78,50
1429,male,1.66,75
1430,male,1.73,53
1431,male,1.65,64
1432,male,1.75,84
1433,female,1.5,48
1434,female,1.66,62
1435,male,1.9,60
1436,female,1.6,66
1437,female,1.65,71
1438,female,1.57,70
1439,male,1.7,62
1440,female,1.6,61
1441,male,1.7,64
1442,female,1.5,72
1443,male,1.65,60
1444,male,1.72,72
1445,male,1.68,66
1446,male,1.8,62
1447,male,1.84,65
1448,female,1.68,62
1449,male,1.73,64
1450,male,1.8,38
1451,female,1.65,53
1452,male,1.7,61
1453,female,1.65,68
1454,female,1.64,50
1455,female,1.64,74
1456,male,1.72,45
1457,female,1.64,67
1458,male,1.65,69
1459,female,1.64,68
1460,female,1.65,62
1461,female,1.64,56
1462,female,1.7,62
1463,female,1.58,70
1464,female,1.63,71
1465,female,1.7,50
1466,male,1.75,65
1467,female,1.78,64
1468,female,1.62,56
1469,female,1.68,58
1470,male,1.7,63
1471,female,1.58,64
1472,female,1.5,66
1473,male,1.75,51
1474,male,1.6,69
1475,female,1.52,67
1476,female,1.54,74
1477,female,1.65,46
1478,male,1.67,73
1479,female,1.69,41
1480,female,1.65,82
1481,female,1.65,74
1482,male,1.72,60
1483,female,1.68,77
1484,female,1.68,68
1485,female,1.65,80
1486,female,1.56,80
1487,female,1.64,54
1488,male,1.98,40
1489,female,1.58,59
1490,female,1.7,69
1491,female,1.67,66
1492,female,1.75,40
1493,male,1.69,65
1494,male,1.7,69
1495,female,1.64,65
1496,male,1.72,71
1497,female,1.67,68
1498,female,0.69,68
1499,female,1.67,50
1500,male,1.73,65
1501,female,1.62,63
1502,female,1.68,55
1503,male,1.7,72
1504,female,1.64,70
1505,male,1.67,64
1506,female,1.64,63
1507,male,1.72,71
1508,female,1.54,64
1509,male,1.78,63
1510,female,1.64,56
1511,female,1.62,70
1512,female,1.62,24
1513,female,1.65,73
1514,female,1.65,61
1515,female,1.74,57
1516,female,1.6,76
1517,female,1.62,67
1518,male,1.76,48
1519,male,1.8,39
1520,female,1.59,68
1521,male,0.86,51
1522,male,1.78,60
1523,male,1.77,13
1524,female,1.6,61
1525,female,1.5,76
1526,female,1.56,68
1527,male,1.68,75
1528,female,1.65,78
1529,female,1.67,41
1530,female,1.65,45
1531,female,1.65,41
1532,male,1.7,56
1533,male,1.85,52
1534,male,1.88,49
1535,female,1.62,52
1536,female,1.6,77
1537,female,1.5,67
1538,female,1.65,57
1539,female,1.6,60
1540,female,1.67,49
1541,male,1.88,42
1542,female,1.6,61
1543,female,1.59,79
1544,male,1.6,68
1545,male,1.72,68
1546,male,1.74,65
1547,female,1.56,71
1548,female,1.7,69
1549,female,1.65,42
1550,female,1.64,59
1551,female,1.64,71
1552,male,1.82,71
1553,female,1.6,50
1554,female,1.65,80
1555,male,1.75,70
1556,male,1.65,56
1557,female,1.56,57
1558,female,1.6,87
1559,female,1.63,78
1560,male,1.82,65
1561,male,1.74,67
1562,male,1.7,77
1563,female,1.67,62
1564,female,1.55,68
1565,male,1.7,49
1566,male,1.72,69
1567,male,1.72,63
1568,female,1.68,54
1569,female,1.65,36
1570,male,1.8,68
1571,female,1.64,64
1572,male,1.82,51
1573,female,1.63,53
1574,male,1.65,67
1575,male,1.8,74
1576,male,1.84,56
1577,male,1.7,52
1578,female,1.58,60
1579,female,1.78,63
1580,male,1.72,71
1581,female,1.6,81
1582,female,1.78,51
1583,female,1.56,62
1584,female,1.77,23
1585,male,1.8,69
1586,male,1.75,44
1587,male,1.79,60
1588,male,1.89,33
1589,male,1.8,58
1590,female,1.56,44
1591,female,1.76,41
1592,female,1.54,61
1593,male,1.78,55
1594,female,1.58,56
1595,male,1.67,71
1596,male,1.73,62
1597,female,1.69,62
1598,male,1.91,44
1599,male,1.72,64
1600,female,1.78,79
1601,female,1.62,70
1602,female,1.5,56
1603,male,1.79,65
1604,male,1.78,42
1605,male,1.75,69
1606,female,1.78,21
1607,male,0.92,66
1608,male,1.78,69
1609,male,1.6,78
1610,female,1.63,24
1611,female,1.61,30
1612,male,1.85,75
1613,male,1.89,43
1614,female,1.7,36
1615,female,1.78,84
1616,female,1.53,44
1617,female,1.6,39
1618,male,1.87,60
1619,female,1.63,62
1620,female,1.58,66
1621,female,1.6,76
1622,female,1.51,76
1623,female,1.55,64
1624,female,1.7,62
1625,male,1.6,79
1626,female,1.6,74
1627,female,1.62,67
1628,female,1.55,43
1629,male,1.75,71
1630,female,1.58,60
1631,male,1.64,78
1632,female,1.65,64
1633,male,1.72,69
1634,male,1.8,83
1635,female,1.76,73
1636,female,1.5,57
1637,male,1.65,79
1638,male,1.83,53
1639,female,1.64,70
1640,female,1.63,55
1641,female,1.65,69
1642,female,1.55,80
1643,female,1.7,59
1644,female,1.6,68
1645,male,1.71,35
1646,female,1.68,65
1647,male,1.87,56
1648,male,1.63,77
1649,male,1.64,75
1650,female,1.7,70
1651,male,1.85,63
1652,male,1.75,70
1653,female,1.51,60
1654,female,1.63,58
1655,male,1.75,29
1656,female,1.65,76
1657,male,1.7,72
1658,female,1.63,70
1659,female,1.66,85
1660,male,1.76,75
1661,male,1.83,74
1662,female,1.56,75
1663,female,1.61,64
1664,male,1.8,67
1665,male,1.83,57
1666,female,1.66,73
1667,female,1.6,64
1668,male,1.82,73
1669,female,1.64,50
1670,female,1.58,72
1671,female,1.6,70
1672,male,1.7,64
1673,female,1.62,60
1674,female,1.58,43
1675,female,1.55,60
1676,male,1.76,45
1677,female,1.7,48
1678,female,1.74,42
1679,male,1.73,70
1680,female,1.6,59
1681,male,1.78,73
1682,male,1.7,69
1683,female,1.62,65
1684,female,1.7,73
1685,female,1.68,48
1686,male,1.78,26
1687,female,1.65,74
1688,male,1.89,31
1689,female,1.68,41
1690,female,1.55,64
1691,female,1.63,49
1692,male,1.73,42
1693,female,1.58,42
1694,male,1.73,49
1695,female,1.86,59
1696,male,1.87,80
1697,female,1.63,41
1698,male,1.63,64
1699,male,1.68,83
1700,female,1.55,26
1701,female,1.65,63
1702,female,1.65,66
1703,female,1.58,73
1704,female,1.58,78
1705,female,1.75,63
1706,female,1.65,57
1707,female,1.58,60
1708,female,1.65,40
1709,female,1.62,64
1710,female,1.55,65
1711,female,1.78,46
1712,female,1.64,59
1713,female,1.54,61
1714,male,1.8,65
1715,female,1.6,59
1716,male,1.7,75
1717,female,1.56,60
1718,female,1.65,49
1719,male,1.95,57
1720,female,1.67,52
1721,male,1.78,75
1722,male,1.73,69
1723,male,1.67,62
1724,female,1.6,59
1725,female,1.64,53
1726,female,1.62,72
1727,male,1.78,65
1728,female,1.63,61
1729,female,1.67,39
1730,female,1.68,78
1731,male,1.79,70
1732,female,1.65,60
1733,female,1.58,64
1734,female,1.65,68
1735,female,1.74,45
1736,male,1.8,54
1737,male,1.67,73
1738,female,1.56,48
1739,female,1.5,69
1740,male,1.79,69
1741,female,1.7,60
1742,male,1.55,63
1743,female,0.87,43
1744,female,1.75,76
1745,male,0.69,68
1746,female,1.6,73
1747,female,1.67,73
1748,female,1.57,73
1749,male,1.7,63
1750,female,1.6,76
1751,female,1.65,68
1752,female,1.72,69
1753,male,1.68,43
1754,female,1.62,67
1755,female,1.65,63
1756,male,1.7,72
1757,female,1.66,51
1758,female,1.6,78
1759,male,1.72,69
1760,female,1.64,64
1761,male,1.68,84
1762,female,1.6,59
1763,male,1.8,64
1764,male,0.48,50
1765,female,1.6,69
1766,female,1.56,82
1767,female,1.58,72
1768,male,1.7,65
1769,male,1.7,68
1770,female,1.6,79
1771,male,1.67,72
1772,male,1.68,73
1773,female,1.55,55
1774,female,1.62,67
1775,female,1.7,28
1776,male,1.78,76
1777,female,1.58,71
1778,male,1.78,70
1779,female,1.68,65
1780,female,1.54,71
1781,male,1.78,71
1782,male,1.72,69
1783,female,1.5,63
1784,male,1.76,64
1785,male,1.7,79
1786,male,1.85,34
1787,male,1.7,53
1788,male,1.87,67
1789,female,1.65,50
1790,female,1.76,52
1791,female,1.64,45
1792,female,1.58,74
1793,female,1.76,72
1794,male,1.65,74
1795,female,1.6,67
1796,male,1.8,73
1797,male,1.75,75
1798,female,1.6,68
1799,male,1.76,67
1800,female,1.5,50
1801,male,1.98,55
1802,female,1.65,79
1803,male,1.72,74
1804,female,1.7,54
1805,male,1.73,59
1806,female,1.69,68
1807,female,1.57,75
1808,female,1.73,39
1809,male,1.78,74
1810,male,1.89,70
1811,female,1.6,63
1812,female,1.59,73
1813,female,1.67,51
1814,female,1.69,70
1815,female,1.69,65
1816,male,1.73,78
1817,female,1.62,57
1818,female,1.5,37
1819,female,1.73,73
1820,female,1.56,58
1821,female,1.7,43
1822,female,1.65,46
1823,female,1.68,83
1824,male,1.65,68
1825,female,1.58,44
1826,male,1.78,69
1827,female,1.58,83
1828,female,1.68,56
1829,male,1.8,80
1830,female,1.65,46
1831,male,1.69,73
1832,female,1.64,63
1833,female,1.64,48
1834,female,1.72,43
1835,female,1.58,47
1836,female,1.53,59
1837,male,1.67,50
1838,female,1.56,63
1839,female,1.55,57
1840,male,1.73,61
1841,male,1.75,72
1842,female,1.56,75
1843,female,1.65,70
1844,female,1.6,18
1845,male,1.8,66
1846,female,1.6,66
1847,male,1.7,20
1848,male,1.65,39
1849,male,1.8,22
1850,male,1.88,70
1851,male,1.68,70
1852,female,1.55,71
1853,male,1.8,28
1854,male,1.68,67
1855,female,1.62,54
1856,female,1.7,37
1857,male,1.95,43
1858,male,1.8,79
1859,female,1.55,57
1860,female,1.8,67
1861,female,0.6,81
1862,female,1.52,50
1863,male,1.83,37
1864,male,1.6,64
1865,female,1.69,36
1866,female,1.6,74
1867,male,1.82,49
1868,male,1.85,46
1869,female,1.6,68
1870,male,1.71,75
1871,male,1.55,90
1872,male,1.9,54
1873,female,1.6,67
1874,male,1.85,66
1875,female,1.7,46
1876,female,1.56,71
1877,female,1.63,80
1878,female,1.6,88
1879,male,1.76,65
1880,male,1.84,51
1881,female,1.65,83
1882,female,1.65,71
1883,male,1.68,63
1884,female,1.65,74
1885,female,1.58,66
1886,male,1.76,52
1887,male,1.73,77
1888,female,1.68,66
1889,male,1.65,23
1890,female,1.65,65
1891,female,1.62,64
1892,male,1.76,68
1893,female,1.6,73
1894,female,1.6,73
1895,female,1.72,46
1896,male,1.65,55
1897,female,1.8,75
1898,male,1.67,56
1899,male,1.99,43
1900,male,1.75,77
1901,female,1.6,77
1902,female,1.6,71
1903,female,1.68,59
1904,male,1.8,69
1905,male,1.63,47
1906,female,1.6,54
1907,male,1.65,63
1908,male,1.72,72
1909,male,1.75,76
1910,male,1.75,51
1911,female,1.68,69
1912,female,1.56,67
1913,female,1.64,53
1914,female,1.77,69
1915,male,1.7,62
1916,male,1.65,47
1917,male,1.67,57
1918,female,1.6,71
1919,female,1.5,68
1920,female,1.68,83
1921,female,1.68,76
1922,female,1.56,63
1923,male,1.65,77
1924,female,1.55,80
1925,male,1.75,73
1926,female,1.72,70
1927,female,1.65,73
1928,female,1.63,57
1929,male,1.82,68
1930,male,1.8,84
1931,male,1.65,49
1932,female,1.7,70
1933,female,1.64,74
1934,female,1.65,69
1935,female,1.7,76
1936,female,1.62,60
1937,female,1.56,72
1938,male,1.75,76
1939,male,1.76,69
1940,female,1.52,70
1941,female,1.74,52
1942,male,1.7,60
1943,male,1.75,51
1944,female,1.68,43
1945,male,1.83,62
1946,female,1.55,83
1947,male,0.77,66
1948,female,1.65,55
1949,male,1.76,45
1950,female,1.67,48
1951,female,1.63,48
1952,male,1.65,65
1953,male,1.83,65
1954,female,1.64,61
1955,male,1.89,47
1956,male,1.8,25
1957,male,1.65,67
1958,female,1.65,48
1959,male,1.74,47
1960,male,1.7,57
1961,female,1.6,60
1962,female,1.54,77
1963,male,1.6,60
1964,male,1.76,77
1965,female,1.64,69
1966,female,1.74,53
1967,female,1.74,60
1968,male,1.7,57
1969,male,1.84,53
1970,male,1.82,58
1971,female,1.58,45
1972,female,1.67,68
1973,male,1.72,53
1974,male,1.75,64
1975,male,1.68,78
1976,female,1.64,72
1977,female,1.58,75
1978,male,1.75,68
1979,female,1.55,66
1980,female,1.58,71
1981,male,1.75,60
1982,female,1.75,40
1983,male,1.87,38
1984,female,1.68,39
1985,male,1.72,63
1986,male,1.78,61
1987,female,1.64,74
1988,male,1.65,68
1989,male,1.72,75
1990,male,1.76,70
1991,female,1.55,58
1992,male,1.75,47
1993,male,1.7,73
1994,female,1.58,72
1995,male,1.73,72
1996,female,1.8,55
1997,male,1.73,65
1998,male,1.68,52
1999,female,1.62,62
2000,male,1.68,74
2001,male,1.78,75
2002,male,1.76,70
2003,female,1.69,69
2004,female,1.56,76
2005,female,1.59,63
2006,male,1.7,64
2007,female,1.62,60
2008,male,1.6,63
2009,female,1.72,57
2010,male,1.68,61
2011,female,1.8,44
2012,male,1.83,58
2013,female,1.63,69
2014,female,1.58,56
2015,male,1.68,50
2016,female,1.78,47
2017,female,1.6,50
2018,male,1.7,70
2019,female,1.65,57
2020,female,1.6,77
2021,male,1.88,50
2022,male,1.84,37
2023,male,1.8,23
2024,female,1.65,67
2025,female,1.54,65
2026,male,1.89,57
2027,male,1.77,53
2028,male,1.89,52
2029,male,1.93,77
2030,female,1.68,56
2031,female,1.6,51
2032,female,1.65,75
2033,female,1.76,66
2034,male,1.65,73
2035,female,1.65,68
2036,female,1.6,69
2037,male,1.6,80
2038,male,1.85,35
2039,male,1.78,48
2040,female,1.58,59
2041,female,1.61,67
2042,female,1.76,62
2043,male,1.8,61
2044,female,1.58,71
2045,male,1.7,77
2046,male,1.72,74
2047,female,1.64,59
2048,male,1.83,59
2049,male,1.75,77
2050,male,1.7,71
2051,female,1.66,80
2052,male,1.7,58
2053,male,1.7,72
2054,male,1.66,73
2055,female,1.58,56
2056,female,1.58,68
2057,female,1.58,64
2058,female,1.7,49
2059,female,1.7,44
2060,female,1.73,41
2061,female,1.72,37
2062,male,1.8,63
2063,female,1.56,66
2064,male,1.68,73
2065,female,0.8,71
2066,male,1.66,80
2067,female,1.57,63
2068,female,1.6,52
2069,male,1.8,64
2070,female,1.52,51
2071,male,1.75,62
2072,female,1.65,82
2073,female,1.58,61
2074,female,1.6,57
2075,female,1.68,53
2076,female,1.6,63
2077,male,1.84,44
2078,female,1.65,66
2079,male,1.7,61
2080,male,1.65,78
2081,female,1.65,63
2082,male,1.78,76
2083,male,1.65,68
2084,female,1.56,62
2085,male,1.68,70
2086,male,1.55,71
2087,male,1.65,71
2088,female,1.75,37
2089,female,1.65,69
2090,female,1.55,65
2091,female,1.7,67
2092,male,1.63,86
2093,female,1.46,56
2094,female,1.63,72
2095,female,1.59,86
2096,female,1.65,41
2097,female,1.68,53
2098,female,1.61,62
2099,female,1.6,73
2100,female,1.65,49
2101,female,1.78,60
2102,female,1.7,72
2103,male,1.85,66
2104,female,1.62,62
2105,male,1.65,74
2106,female,1.56,84
2107,male,1.82,55
2108,female,1.68,59
2109,male,1.72,63
2110,female,1.67,32
2111,female,1.65,76
2112,female,1.9,44
2113,male,1.8,69
2114,male,1.73,53
2115,male,1.7,75
2116,female,1.6,78
2117,male,1.86,56
2118,female,1.6,46
2119,male,1.85,24
2120,male,1.65,58
2121,male,1.35,10
2122,female,1.72,72
2123,male,1.68,63
2124,male,1.69,75
2125,female,1.65,69
2126,male,1.85,63
2127,male,1.8,69
2128,male,1.78,49
2129,female,1.75,46
2130,male,1.74,73
2131,male,2.1,60
2132,female,1.62,69
2133,male,1.75,65
2134,male,1.72,50
2135,male,1.8,66
2136,female,1.62,65
2137,female,1.6,74
2138,male,1.74,63
2139,male,1.72,65
2140,female,1.57,44
2141,male,1.76,68
2142,male,1.72,70
2143,male,1.73,68
2144,male,1.74,80
2145,female,1.62,56
2146,female,1.64,67
2147,female,1.6,70
2148,female,1.65,39
2149,male,1.72,66
2150,female,1.67,42
2151,male,1.65,60
2152,male,1.8,64
2153,female,1.62,68
2154,female,1.57,70
2155,female,1.68,42
2156,female,1.6,74
2157,female,1.75,55
2158,female,1.71,68
2159,male,1.73,73
2160,female,1.63,23
2161,male,1.84,42
2162,female,1.6,63
2163,female,1.55,63
2164,female,1.5,67
2165,female,1.65,64
2166,male,1.72,72
2167,female,1.67,64
2168,male,1.87,58
2169,female,1.58,70
2170,male,1.66,44
2171,female,1.6,70
2172,female,1.7,76
2173,male,1.72,58
2174,female,1.65,59
2175,male,1.88,60
2176,male,1.65,74
2177,female,1.85,57
2178,male,1.66,82
2179,female,1.56,73
2180,female,1.7,75
2181,female,1.58,58
2182,female,1.58,48
2183,male,1.72,61
2184,male,1.9,57
2185,female,1.6,80
2186,female,1.58,70
2187,male,1.72,86
2188,female,1.55,54
2189,male,1.69,50
2190,male,1.69,63
2191,female,1.55,79
2192,male,1.8,59
2193,male,1.65,79
2194,male,1.84,61
2195,female,1.58,64
2196,female,1.6,60
2197,male,1.68,74
2198,male,1.73,55
2199,male,1.7,72
2200,female,1.6,27
2201,female,1.65,77
2202,female,1.6,74
2203,female,1.58,59
2204,female,1.6,64
2205,female,1.6,70
2206,male,1.8,56
2207,female,1.65,66
2208,male,1.71,59
2209,male,1.82,63
2210,female,1.7,61
2211,female,1.65,68
2212,female,1.58,40
2213,male,1.7,60
2214,male,1.81,79
2215,male,1.67,64
2216,female,1.6,83
2217,female,1.65,60
2218,female,1.53,55
2219,male,1.86,36
2220,female,1.68,60
2221,female,1.67,63
2222,female,1.6,67
2223,female,1.7,60
2224,male,1.7,76
2225,female,1.5,63
2226,female,1.6,75
2227,female,1.52,48
2228,female,1.67,65
2229,female,1.68,76
2230,male,1.81,59
2231,female,1.52,62
2232,male,1.72,44
2233,male,1.65,75
2234,female,1.68,63
2235,male,1.86,67
2236,female,1.62,74
2237,male,1.7,60
2238,male,1.76,58
2239,male,1.65,60
2240,female,1.6,73
2241,female,1.72,39
2242,male,1.7,74
2243,male,1.76,57
2244,male,1.74,71
2245,female,1.7,68
2246,male,1.7,66
2247,male,1.8,70
2248,female,1.6,70
2249,male,1.75,58
2250,male,1.67,55
2251,female,1.7,48
2252,female,1.7,54
2253,male,1.82,55
2254,female,1.65,50
2255,female,1.68,68
2256,female,1.4,83
2257,male,1.9,42
2258,female,1.5,68
2259,male,1.97,40
2260,female,1.65,36
2261,female,1.6,59
2262,female,1.62,55
2263,male,1.76,72
2264,female,1.64,74
2265,male,1.93,46
2266,male,1.65,68
2267,female,1.67,71
2268,female,1.52,58
2269,male,1.7,62
2270,female,1.6,68
2271,female,1.57,77
2272,female,1.6,65
2273,female,1.54,78
2274,female,1.56,70
2275,female,1.64,78
2276,male,1.75,60
2277,female,1.52,62
2278,male,1.73,55
2279,female,1.76,60
2280,male,1.72,68
2281,male,1.9,39
2282,female,1.52,73
2283,female,1.65,67
2284,female,1.68,50
2285,female,1.6,69
2286,male,1.79,78
2287,female,1.76,66
2288,female,1.54,73
2289,male,1.75,73
2290,male,1.8,61
2291,male,1.72,68
2292,male,1.78,61
2293,female,1.7,59
2294,female,1.58,62
2295,female,1.57,65
2296,female,1.65,73
2297,female,0.96,66
2298,female,1.76,48
2299,female,1.78,58
2300,male,1.84,77
2301,female,1.65,59
2302,female,1.64,68
2303,male,1.61,59
2304,male,1.7,63
2305,male,1.78,47
2306,female,1.51,67
2307,male,1.82,61
2308,female,1.76,48
2309,female,1.62,66
2310,female,1.65,65
2311,female,1.67,52
2312,female,1.55,75
2313,female,1.64,63
2314,female,1.64,52
2315,male,1.7,60
2316,male,1.68,74
2317,female,1.76,64
2318,female,1.56,62
2319,female,1.75,68
2320,male,1.68,76
2321,female,1.6,43
2322,female,1.68,56
2323,female,1.57,68
2324,female,1.7,72
2325,male,1.7,56
2326,female,1.64,46
2327,female,1.7,50
2328,male,1.84,34
2329,female,1.82,73
2330,female,1.8,54
2331,male,1.76,62
2332,female,1.61,73
2333,female,1.67,58
2334,male,1.71,66
2335,female,1.6,78
2336,male,1.7,65
2337,female,1.75,73
2338,female,1.68,82
2339,female,1.45,75
2340,male,1.74,80
2341,female,1.59,63
2342,female,1.58,60
2343,female,1.65,63
2344,male,1.86,59
2345,male,1.75,58
2346,female,1.6,49
2347,female,1.6,71
2348,male,1.79,45
2349,female,1.67,50
2350,male,1.8,73
2351,male,1.76,47
2352,male,1.6,62
2353,female,1.68,53
2354,female,1.6,75
2355,male,1.85,53
2356,female,1.65,70
2357,female,1.58,62
2358,male,1.82,21
2359,male,1.72,54
2360,male,1.86,45
2361,female,1.54,54
2362,male,1.8,59
2363,female,1.62,72
2364,female,1.6,73
2365,male,1.7,38
2366,female,1.5,72
2367,female,1.55,56
2368,female,1.67,64
2369,male,1.69,71
2370,female,1.56,62
2371,male,1.77,69
2372,female,1.52,63
2373,female,1.66,70
2374,female,1.65,62
2375,female,1.61,61
2376,female,1.53,56
2377,male,1.8,61
2378,female,1.63,81
2379,male,1.74,54
2380,male,1.76,56
2381,male,1.65,66
2382,male,1.7,74
2383,male,1.8,50
2384,male,1.89,48
2385,female,1.6,81
2386,female,1.64,70
2387,female,1.64,44
2388,male,1.8,44
2389,female,1.7,46
2390,male,1.7,64
2391,female,1.6,51
2392,female,1.67,70
2393,male,1.86,61
2394,male,1.8,74
2395,female,1.58,73
2396,female,1.66,83
2397,female,1.6,72
2398,female,1.68,41
2399,female,1.56,57
2400,female,1.78,50
2401,male,1.8,65
2402,male,1.76,68
2403,female,1.64,63
2404,female,1.63,70
2405,female,1.7,56
2406,male,1.75,67
2407,female,1.62,66
2408,male,1.67,68
2409,male,1.7,60
2410,female,1.74,49
2411,female,1.64,78
2412,male,1.68,68
2413,male,1.76,58
2414,female,1.58,76
2415,female,1.76,62
2416,female,1.45,67
2417,male,1.7,71
2418,female,1.66,73
2419,female,1.65,68
2420,female,1.68,77
2421,female,1.7,58
2422,female,1.64,62
2423,male,1.83,32
2424,female,1.63,52
2425,female,1.46,68
2426,female,1.63,62
2427,female,1.64,81
2428,female,1.63,59
2429,male,1.81,16
2430,female,1.64,65
2431,female,1.65,82
2432,male,1.72,84
2433,male,1.7,58
2434,female,1.6,62
2435,male,1.76,58
2436,female,1.5,76
2437,female,1.68,65
2438,female,1.7,80
2439,male,1.75,73
2440,female,1.7,65
2441,male,1.7,62
